"symbol","time","price","high","low","open","volume","ema_6","ema_10","ema_12","ema_13","ema_20","ema_26","ema_50","rsi","macd","bull_power","bear_power","spread","mid_price","price_range","macd_signal","rsi_smoothed","signal","trade_type","time","diff"
"NVDA","2025-11-03T16:36:29.744000000","208.23","208.23","208.23","208.23","0","208.11571428571426","208.09909090909088","208.0946153846154","208.09285714285713","208.08523809523808","208.08185185185184","208.0762745098039","50.0","0.01276353276355735","0.13714285714286234","0.13714285714286234","0.7299999999999898","208.22500000000002","0.0","0.01276353276355735","0.0","0","short_exit","1762187792368","1"
"GOOGL","2025-11-03T16:36:24.183000000","282.6","282.6","282.6","282.6","0","282.64285714285717","282.64909090909094","282.65076923076924","282.6514285714286","282.6542857142858","282.65555555555557","282.65764705882356","50.0","-0.004786324786323348","-0.05142857142857338","-0.05142857142857338","4.960000000000036","282.5","0.0","-0.004786324786323348","0.0","0","long_exit","1762187792368","1"
"AMZN","2025-11-03T16:36:29.743000000","255.24","255.24","255.24","255.24","0","255.28285714285715","255.2890909090909","255.29076923076923","255.29142857142858","255.29428571428573","255.29555555555558","255.29764705882354","50.0","-0.00478632478635177","-0.05142857142857338","-0.05142857142857338","2.8899999999999864","256.555","0.0","-0.00478632478635177","0.0","0","long_exit","1762187792368","1"
"MSFT","2025-11-03T16:36:24.244000000","519.14","519.14","519.14","519.14","0","519.3042857142857","519.3281818181819","519.3346153846154","519.3371428571429","519.3480952380952","519.3529629629629","519.3609803921569","50.0","-0.01834757834751599","-0.19714285714292146","-0.19714285714292146","1.009999999999991","518.995","0.0","-0.01834757834751599","0.0","0","long_exit","1762187792368","1"
