timestamp,symbol,price,volume,bid,ask,high,low,open,time,diff
1709096400000,AAPL,181.419998,48953900,180.130005,183.119995,183.119995,180.130005,182.509995,1709096400,-1
1709182800000,AAPL,180.75,136682600,179.529999,182.570007,182.570007,179.529999,181.270004,1709182800,-1
1709269200000,AAPL,179.660004,73563100,177.380005,180.529999,180.529999,177.380005,179.550003,1709269200,0
1709528400000,AAPL,175.100006,81510100,173.789993,176.899994,176.899994,173.789993,176.149994,1709528400,-1
1709614800000,AAPL,170.119995,95132400,169.619995,172.039993,172.039993,169.619995,170.759995,1709614800,-1
1709701200000,AAPL,169.119995,68587700,168.679993,171.240005,171.240005,168.679993,171.059998,1709701200,-2
1709787600000,AAPL,169.0,71765100,168.490005,170.729996,170.729996,168.490005,169.149994,1709787600,0
1709874000000,AAPL,170.729996,76267000,168.940002,173.699997,173.699997,168.940002,169.0,1709874000,2
1710129600000,AAPL,172.75,60139500,172.050003,174.380005,174.380005,172.050003,172.940002,1710129600,0
1710216000000,AAPL,173.229996,59825400,171.009995,174.029999,174.029999,171.009995,173.149994,1710216000,0
1710302400000,AAPL,171.130005,52488700,170.759995,173.190002,173.190002,170.759995,172.770004,1710302400,-2
1710388800000,AAPL,173.0,72913500,172.050003,174.309998,174.309998,172.050003,172.910004,1710388800,0
1710475200000,AAPL,172.619995,121752700,170.289993,172.619995,172.619995,170.289993,171.169998,1710475200,1
1710734400000,AAPL,173.720001,75604200,173.520004,177.710007,177.710007,173.520004,175.570007,1710734400,-2
1710820800000,AAPL,176.080002,55215200,173.029999,176.610001,176.610001,173.029999,174.339996,1710820800,2
1710907200000,AAPL,178.669998,53423100,175.089996,178.669998,178.669998,175.089996,175.720001,1710907200,3
1710993600000,AAPL,171.369995,106181300,170.839996,177.490005,177.490005,170.839996,177.050003,1710993600,-6
1711080000000,AAPL,172.279999,71160100,170.059998,173.050003,173.050003,170.059998,171.759995,1711080000,1
1711339200000,AAPL,170.850006,54288300,169.449997,171.940002,171.940002,169.449997,170.570007,1711339200,0
1711425600000,AAPL,169.710007,57388400,169.580002,171.419998,171.419998,169.580002,170.0,1711425600,0
1711512000000,AAPL,173.309998,60273300,170.110001,173.600006,173.600006,170.110001,170.410004,1711512000,3
1711598400000,AAPL,171.479996,65672700,170.509995,172.229996,172.229996,170.509995,171.75,1711598400,0
1711944000000,AAPL,170.029999,46240500,169.479996,171.25,171.25,169.479996,171.190002,1711944000,-1
1712030400000,AAPL,168.839996,49329500,168.229996,169.339996,169.339996,168.229996,169.080002,1712030400,0
1712116800000,AAPL,169.649994,47691700,168.580002,170.679993,170.679993,168.580002,168.789993,1712116800,1
1712203200000,AAPL,168.820007,53704400,168.820007,171.919998,171.919998,168.820007,170.289993,1712203200,-1
1712289600000,AAPL,169.580002,42104800,168.949997,170.389999,170.389999,168.949997,169.589996,1712289600,0
1712548800000,AAPL,168.449997,37425500,168.240005,169.199997,169.199997,168.240005,169.029999,1712548800,-1
1712635200000,AAPL,169.669998,42373800,168.350006,170.080002,170.080002,168.350006,168.699997,1712635200,1
1712721600000,AAPL,167.779999,49709300,167.110001,169.089996,169.089996,167.110001,168.800003,1712721600,-1
1712808000000,AAPL,175.039993,91070300,168.160004,175.460007,175.460007,168.160004,168.339996,1712808000,7
1712894400000,AAPL,176.550003,101670900,174.210007,178.360001,178.360001,174.210007,174.259995,1712894400,2
1713153600000,AAPL,172.690002,73531800,172.5,176.630005,176.630005,172.5,175.360001,1713153600,-3
1713240000000,AAPL,169.380005,73711200,168.270004,173.759995,173.759995,168.270004,171.75,1713240000,-2
1713326400000,AAPL,168.0,50901200,168.0,170.649994,170.649994,168.0,169.610001,1713326400,-2
1713412800000,AAPL,167.039993,43122900,166.550003,168.639999,168.639999,166.550003,168.029999,1713412800,-1
1713499200000,AAPL,165.0,68149400,164.080002,166.399994,166.399994,164.080002,166.210007,1713499200,-1
1713758400000,AAPL,165.839996,48116400,164.770004,167.259995,167.259995,164.770004,165.520004,1713758400,0
1713844800000,AAPL,166.899994,49537800,164.919998,167.050003,167.050003,164.919998,165.350006,1713844800,2
1713931200000,AAPL,169.020004,48251800,166.210007,169.300003,169.300003,166.210007,166.539993,1713931200,2
1714017600000,AAPL,169.889999,50558300,168.149994,170.610001,170.610001,168.149994,169.529999,1714017600,0
1714104000000,AAPL,169.300003,44838400,169.179993,171.339996,171.339996,169.179993,169.880005,1714104000,-1
1714363200000,AAPL,173.5,68169400,173.100006,176.029999,176.029999,173.100006,173.369995,1714363200,0
1714449600000,AAPL,170.330002,65934800,170.0,174.990005,174.990005,170.0,173.330002,1714449600,-3
1714536000000,AAPL,169.300003,50383100,169.110001,172.710007,172.710007,169.110001,169.580002,1714536000,0
1714622400000,AAPL,173.029999,94214900,170.889999,173.419998,173.419998,170.889999,172.509995,1714622400,1
1714708800000,AAPL,183.380005,163224100,182.660004,187.0,187.0,182.660004,186.649994,1714708800,-3
1714968000000,AAPL,181.710007,78569700,180.419998,184.199997,184.199997,180.419998,182.350006,1714968000,-1
1715054400000,AAPL,182.399994,77305800,181.320007,184.899994,184.899994,181.320007,183.449997,1715054400,-1
1715140800000,AAPL,182.740005,45057100,181.449997,183.070007,183.070007,181.449997,182.850006,1715140800,0
1715227200000,AAPL,184.570007,48983000,182.110001,184.660004,184.660004,182.110001,182.559998,1715227200,2
1715313600000,AAPL,183.050003,50759500,182.130005,185.089996,185.089996,182.130005,184.899994,1715313600,-2
1715572800000,AAPL,186.279999,72044800,184.619995,187.100006,187.100006,184.619995,185.440002,1715572800,1
1715659200000,AAPL,187.429993,52393600,186.289993,188.300003,188.300003,186.289993,187.509995,1715659200,0
1715745600000,AAPL,189.720001,70400000,187.369995,190.649994,190.649994,187.369995,187.910004,1715745600,2
1715832000000,AAPL,189.839996,52845200,189.660004,191.100006,191.100006,189.660004,190.470001,1715832000,-1
1715918400000,AAPL,189.869995,41282900,189.179993,190.809998,190.809998,189.179993,189.509995,1715918400,0
1716177600000,AAPL,191.039993,44361300,189.009995,191.919998,191.919998,189.009995,189.330002,1716177600,2
1716264000000,AAPL,192.350006,42309400,190.919998,192.729996,192.729996,190.919998,191.089996,1716264000,1
1716350400000,AAPL,190.899994,34648500,190.270004,192.820007,192.820007,190.270004,192.270004,1716350400,-1
1716436800000,AAPL,186.880005,51005900,186.630005,191.0,191.0,186.630005,190.979996,1716436800,-4
1716523200000,AAPL,189.979996,36327000,188.039993,190.580002,190.580002,188.039993,188.820007,1716523200,1
1716868800000,AAPL,189.990005,52280100,189.100006,193.0,193.0,189.100006,191.509995,1716868800,-2
1716955200000,AAPL,190.289993,53068000,189.509995,192.25,192.25,189.509995,189.610001,1716955200,1
1717041600000,AAPL,191.289993,49889100,190.630005,192.179993,192.179993,190.630005,190.759995,1717041600,1
1717128000000,AAPL,192.25,75158300,189.910004,192.570007,192.570007,189.910004,191.440002,1717128000,1
1717387200000,AAPL,194.029999,50080500,192.520004,194.990005,194.990005,192.520004,192.899994,1717387200,1
1717473600000,AAPL,194.350006,47471400,193.029999,195.320007,195.320007,193.029999,194.639999,1717473600,0
1717560000000,AAPL,195.869995,54156800,194.869995,196.899994,196.899994,194.869995,195.399994,1717560000,0
1717646400000,AAPL,194.479996,41181800,194.169998,196.5,196.5,194.169998,195.690002,1717646400,-1
1717732800000,AAPL,196.889999,53103900,194.139999,196.940002,196.940002,194.139999,194.649994,1717732800,2
1717992000000,AAPL,193.119995,97010200,192.149994,197.300003,197.300003,192.149994,196.899994,1717992000,-4
1718078400000,AAPL,207.149994,172373300,193.630005,207.160004,207.160004,193.630005,193.649994,1718078400,14
1718164800000,AAPL,213.070007,198134300,206.899994,220.199997,220.199997,206.899994,207.369995,1718164800,6
1718251200000,AAPL,214.240005,97862700,211.600006,216.75,216.75,211.600006,214.740005,1718251200,0
1718337600000,AAPL,212.490005,70122700,211.300003,215.169998,215.169998,211.300003,213.850006,1718337600,-1
1718596800000,AAPL,216.669998,93728300,212.720001,218.949997,218.949997,212.720001,213.369995,1718596800,3
1718683200000,AAPL,214.289993,79943300,213.0,218.630005,218.630005,213.0,217.589996,1718683200,-3
1718856000000,AAPL,209.679993,86172500,208.850006,214.240005,214.240005,208.850006,213.929993,1718856000,-4
1718942400000,AAPL,207.490005,241805100,207.110001,211.889999,211.889999,207.110001,210.389999,1718942400,-3
1719201600000,AAPL,208.139999,80727000,206.589996,212.699997,212.699997,206.589996,207.720001,1719201600,0
1719288000000,AAPL,209.070007,55549700,208.610001,211.380005,211.380005,208.610001,209.149994,1719288000,0
1719374400000,AAPL,213.25,66213200,210.639999,214.860001,214.860001,210.639999,211.5,1719374400,2
1719460800000,AAPL,214.100006,49772700,212.350006,215.740005,215.740005,212.350006,214.690002,1719460800,-1
1719547200000,AAPL,210.619995,82542700,210.300003,216.070007,216.070007,210.300003,215.770004,1719547200,-5
1719806400000,AAPL,216.75,60402900,211.919998,217.509995,217.509995,211.919998,212.089996,1719806400,5
1719892800000,AAPL,220.270004,58046200,215.100006,220.380005,220.380005,215.100006,216.149994,1719892800,4
1719979200000,AAPL,221.550003,37369800,219.029999,221.550003,221.550003,219.029999,220.0,1719979200,2
1720152000000,AAPL,226.339996,60412400,221.649994,226.449997,226.449997,221.649994,221.649994,1720152000,5
1720411200000,AAPL,227.820007,59085900,223.25,227.850006,227.850006,223.25,227.089996,1720411200,1
1720497600000,AAPL,228.679993,48076100,226.369995,229.399994,229.399994,226.369995,227.929993,1720497600,1
1720584000000,AAPL,232.979996,62627700,229.25,233.080002,233.080002,229.25,229.300003,1720584000,4
1720670400000,AAPL,227.570007,64710600,225.770004,232.389999,232.389999,225.770004,231.389999,1720670400,-4
1720756800000,AAPL,230.539993,53046500,228.679993,232.639999,232.639999,228.679993,228.919998,1720756800,2
1721016000000,AAPL,234.399994,62631300,233.089996,237.229996,237.229996,233.089996,236.479996,1721016000,-2
1721102400000,AAPL,234.820007,43234300,232.330002,236.270004,236.270004,232.330002,235.0,1721102400,0
1721188800000,AAPL,228.880005,57345900,226.639999,231.460007,231.460007,226.639999,229.449997,1721188800,-1
1721275200000,AAPL,224.179993,66034600,222.270004,230.440002,230.440002,222.270004,230.279999,1721275200,-6
1721361600000,AAPL,224.309998,49151500,223.279999,226.800003,226.800003,223.279999,224.820007,1721361600,-1
1721620800000,AAPL,223.960007,48201800,223.089996,227.779999,227.779999,223.089996,227.009995,1721620800,-3
1721707200000,AAPL,225.009995,39960300,222.679993,226.940002,226.940002,222.679993,224.369995,1721707200,1
1721793600000,AAPL,218.539993,61777600,217.130005,224.800003,224.800003,217.130005,224.0,1721793600,-5
1721880000000,AAPL,217.490005,51391200,214.619995,220.850006,220.850006,214.619995,218.929993,1721880000,-1
1721966400000,AAPL,217.960007,41601300,216.009995,219.490005,219.490005,216.009995,218.699997,1721966400,-1
1722225600000,AAPL,218.240005,36311800,215.75,219.300003,219.300003,215.75,216.960007,1722225600,1
1722312000000,AAPL,218.800003,41643800,216.119995,220.330002,220.330002,216.119995,219.190002,1722312000,0
1722398400000,AAPL,222.080002,50036300,220.630005,223.820007,223.820007,220.630005,221.440002,1722398400,1
1722484800000,AAPL,218.360001,62501000,217.020004,224.479996,224.479996,217.020004,224.369995,1722484800,-6
1722571200000,AAPL,219.860001,105568600,217.710007,225.600006,225.600006,217.710007,219.149994,1722571200,1
1722830400000,AAPL,209.270004,119548600,196.0,213.5,213.5,196.0,199.089996,1722830400,10
1722916800000,AAPL,207.229996,69660500,201.070007,209.990005,209.990005,201.070007,205.300003,1722916800,2
1723003200000,AAPL,209.820007,63516400,206.389999,213.639999,213.639999,206.389999,206.899994,1723003200,3
1723089600000,AAPL,213.309998,47161100,208.830002,214.199997,214.199997,208.830002,213.110001,1723089600,0
1723176000000,AAPL,216.240005,42201600,211.970001,216.779999,216.779999,211.970001,212.100006,1723176000,4
1723435200000,AAPL,217.529999,38028100,215.600006,219.509995,219.509995,215.600006,216.070007,1723435200,1
1723521600000,AAPL,221.270004,44155300,219.009995,221.889999,221.889999,219.009995,219.009995,1723521600,2
1723608000000,AAPL,221.720001,41960600,219.699997,223.029999,223.029999,219.699997,220.570007,1723608000,1
1723694400000,AAPL,224.720001,46414000,222.759995,225.350006,225.350006,222.759995,224.600006,1723694400,0
1723780800000,AAPL,226.050003,44340200,223.649994,226.830002,226.830002,223.649994,223.919998,1723780800,2
1724040000000,AAPL,225.889999,40687800,223.039993,225.990005,225.990005,223.039993,225.720001,1724040000,0
1724126400000,AAPL,226.509995,30299000,225.449997,227.169998,227.169998,225.449997,225.770004,1724126400,1
1724212800000,AAPL,226.399994,34765500,225.050003,227.979996,227.979996,225.050003,226.520004,1724212800,0
1724299200000,AAPL,224.529999,43695300,223.899994,228.339996,228.339996,223.899994,227.789993,1724299200,-3
1724385600000,AAPL,226.839996,38677300,224.330002,228.220001,228.220001,224.330002,225.660004,1724385600,1
1724644800000,AAPL,227.179993,30602200,223.889999,227.279999,227.279999,223.889999,226.759995,1724644800,0
1724731200000,AAPL,228.029999,35934600,224.889999,228.850006,228.850006,224.889999,226.0,1724731200,2
1724817600000,AAPL,226.490005,38052200,225.679993,229.860001,229.860001,225.679993,227.919998,1724817600,-1
1724904000000,AAPL,229.789993,51906300,228.880005,232.919998,232.919998,228.880005,230.100006,1724904000,0
1724990400000,AAPL,229.0,52990800,227.479996,230.399994,230.399994,227.479996,230.190002,1724990400,-1
1725336000000,AAPL,222.770004,50190600,221.169998,229.0,229.0,221.169998,228.550003,1725336000,-6
1725422400000,AAPL,220.850006,43840200,217.479996,221.779999,221.779999,217.479996,221.660004,1725422400,-1
1725508800000,AAPL,222.380005,36615400,221.520004,225.479996,225.479996,221.520004,221.630005,1725508800,1
1725595200000,AAPL,220.820007,48423000,219.770004,225.240005,225.240005,219.770004,223.949997,1725595200,-3
1725854400000,AAPL,220.910004,67180000,216.710007,221.270004,221.270004,216.710007,220.820007,1725854400,0
1725940800000,AAPL,220.110001,51591000,216.729996,221.479996,221.479996,216.729996,218.919998,1725940800,1
1726027200000,AAPL,222.660004,44587100,217.889999,223.089996,223.089996,217.889999,221.460007,1726027200,1
1726113600000,AAPL,222.770004,37455600,219.820007,223.550003,223.550003,219.820007,222.5,1726113600,0
1726200000000,AAPL,222.5,36766600,221.910004,224.039993,224.039993,221.910004,223.580002,1726200000,-1
1726459200000,AAPL,216.320007,59357400,213.919998,217.220001,217.220001,213.919998,216.539993,1726459200,0
1726545600000,AAPL,216.789993,45519300,214.5,216.899994,216.899994,214.5,215.75,1726545600,1
1726632000000,AAPL,220.690002,59894900,217.539993,222.710007,222.710007,217.539993,217.550003,1726632000,3
1726718400000,AAPL,228.869995,66781300,224.630005,229.820007,229.820007,224.630005,224.990005,1726718400,4
1726804800000,AAPL,228.199997,318679900,227.619995,233.089996,233.089996,227.619995,229.970001,1726804800,-2
1727064000000,AAPL,226.470001,54146000,225.809998,229.449997,229.449997,225.809998,227.339996,1727064000,-1
1727150400000,AAPL,227.369995,43556100,225.729996,229.350006,229.350006,225.729996,228.649994,1727150400,-1
1727236800000,AAPL,226.369995,42308700,224.020004,227.289993,227.289993,224.020004,224.929993,1727236800,1
1727323200000,AAPL,227.520004,36636700,225.410004,228.5,228.5,225.410004,227.300003,1727323200,0
1727409600000,AAPL,227.789993,34026000,227.300003,229.520004,229.520004,227.300003,228.460007,1727409600,-1
1727668800000,AAPL,233.0,54541900,229.649994,233.0,233.0,229.649994,230.039993,1727668800,3
1727755200000,AAPL,226.210007,63285000,223.740005,229.649994,229.649994,223.740005,229.520004,1727755200,-3
1727841600000,AAPL,226.779999,32880600,223.020004,227.369995,227.369995,223.020004,225.889999,1727841600,1
1727928000000,AAPL,225.669998,34044200,223.320007,226.809998,226.809998,223.320007,225.139999,1727928000,1
1728014400000,AAPL,226.800003,37245100,224.130005,228.0,228.0,224.130005,227.899994,1728014400,-1
1728273600000,AAPL,221.690002,39505400,221.330002,225.690002,225.690002,221.330002,224.5,1728273600,-3
1728360000000,AAPL,225.770004,31855700,223.25,225.979996,225.979996,223.25,224.300003,1728360000,1
1728446400000,AAPL,229.539993,33591100,224.830002,229.75,229.75,224.830002,225.229996,1728446400,4
1728532800000,AAPL,229.039993,28183500,227.169998,229.5,229.5,227.169998,227.779999,1728532800,1
1728619200000,AAPL,227.550003,31759200,227.339996,229.410004,229.410004,227.339996,229.300003,1728619200,-2
1728878400000,AAPL,231.300003,39882100,228.600006,231.729996,231.729996,228.600006,228.699997,1728878400,3
1728964800000,AAPL,233.850006,64751400,232.369995,237.490005,237.490005,232.369995,233.610001,1728964800,0
1729051200000,AAPL,231.779999,34082200,229.839996,232.119995,232.119995,229.839996,231.600006,1729051200,0
1729137600000,AAPL,232.149994,32993800,230.520004,233.850006,233.850006,230.520004,233.429993,1729137600,-1
1729224000000,AAPL,235.0,46431500,234.009995,236.179993,236.179993,234.009995,236.179993,1729224000,-1
1729483200000,AAPL,236.479996,36254500,234.449997,236.850006,236.850006,234.449997,234.449997,1729483200,2
1729569600000,AAPL,235.860001,38846600,232.600006,236.220001,236.220001,232.600006,233.889999,1729569600,2
1729656000000,AAPL,230.759995,52287000,227.759995,235.139999,235.139999,227.759995,234.080002,1729656000,-3
1729742400000,AAPL,230.570007,31109500,228.410004,230.820007,230.820007,228.410004,229.979996,1729742400,1
1729828800000,AAPL,231.410004,38802300,229.570007,233.220001,233.220001,229.570007,229.740005,1729828800,2
1730088000000,AAPL,233.399994,36087100,232.550003,234.729996,234.729996,232.550003,233.320007,1730088000,0
1730174400000,AAPL,233.669998,35417200,232.320007,234.330002,234.330002,232.320007,233.100006,1730174400,1
1730260800000,AAPL,230.100006,47070900,229.550003,233.470001,233.470001,229.550003,232.610001,1730260800,-3
1730347200000,AAPL,225.910004,64370100,225.369995,229.830002,229.830002,225.369995,229.339996,1730347200,-3
1730433600000,AAPL,222.910004,65276700,220.270004,225.350006,225.350006,220.270004,220.970001,1730433600,2
1730696400000,AAPL,222.009995,44944500,219.710007,222.789993,222.789993,219.710007,220.990005,1730696400,1
1730782800000,AAPL,223.449997,28111300,221.139999,223.949997,223.949997,221.139999,221.800003,1730782800,2
1730869200000,AAPL,222.720001,54561100,221.190002,226.070007,226.070007,221.190002,222.610001,1730869200,0
1730955600000,AAPL,227.479996,42137700,224.570007,227.880005,227.880005,224.570007,224.630005,1730955600,3
1731042000000,AAPL,226.960007,38328800,226.410004,228.660004,228.660004,226.410004,227.169998,1731042000,0
1731301200000,AAPL,224.229996,42005600,221.5,225.699997,225.699997,221.5,225.0,1731301200,-1
1731387600000,AAPL,224.229996,40398300,223.360001,225.589996,225.589996,223.360001,224.550003,1731387600,0
1731474000000,AAPL,225.119995,48566200,222.759995,226.649994,226.649994,222.759995,224.009995,1731474000,1
1731560400000,AAPL,228.220001,44923900,225.0,228.869995,228.869995,225.0,225.020004,1731560400,3
1731646800000,AAPL,225.0,47923700,224.270004,226.919998,226.919998,224.270004,226.399994,1731646800,-1
1731906000000,AAPL,228.020004,44633700,225.169998,229.740005,229.740005,225.169998,225.25,1731906000,3
1731992400000,AAPL,228.279999,36211800,226.660004,230.160004,230.160004,226.660004,226.979996,1731992400,1
1732078800000,AAPL,229.0,35169600,225.889999,229.929993,229.929993,225.889999,228.059998,1732078800,1
1732165200000,AAPL,228.520004,42108300,225.710007,230.160004,230.160004,225.710007,228.880005,1732165200,0
1732251600000,AAPL,229.869995,38168300,228.059998,230.720001,230.720001,228.059998,228.059998,1732251600,2
1732510800000,AAPL,232.869995,90152800,229.740005,233.25,233.25,229.740005,231.460007,1732510800,1
1732597200000,AAPL,235.059998,45986200,233.330002,235.570007,235.570007,233.330002,233.330002,1732597200,2
1732683600000,AAPL,234.929993,33498400,233.809998,235.690002,235.690002,233.809998,234.470001,1732683600,0
1732856400000,AAPL,237.330002,28481400,233.970001,237.809998,237.809998,233.970001,234.809998,1732856400,3
1733115600000,AAPL,239.589996,48137100,237.160004,240.789993,240.789993,237.160004,237.270004,1733115600,2
1733202000000,AAPL,242.649994,38861000,238.899994,242.759995,242.759995,238.899994,239.809998,1733202000,3
1733288400000,AAPL,243.009995,44383900,241.25,244.110001,244.110001,241.25,242.869995,1733288400,0
1733374800000,AAPL,243.039993,40033900,242.130005,244.539993,244.539993,242.130005,243.990005,1733374800,-1
1733461200000,AAPL,242.839996,36870600,242.080002,244.630005,244.630005,242.080002,242.910004,1733461200,0
1733720400000,AAPL,246.75,44649200,241.75,247.240005,247.240005,241.75,241.830002,1733720400,5
1733806800000,AAPL,247.770004,36914800,245.339996,248.210007,248.210007,245.339996,246.889999,1733806800,1
1733893200000,AAPL,246.490005,45205800,246.259995,250.800003,250.800003,246.259995,247.960007,1733893200,-1
1733979600000,AAPL,247.960007,32777500,245.679993,248.740005,248.740005,245.679993,246.889999,1733979600,1
1734066000000,AAPL,248.130005,33155300,246.240005,249.289993,249.289993,246.240005,247.820007,1734066000,0
1734325200000,AAPL,251.039993,51694800,247.649994,251.380005,251.380005,247.649994,247.990005,1734325200,3
1734411600000,AAPL,253.479996,51356400,249.779999,253.830002,253.830002,249.779999,250.080002,1734411600,3
1734498000000,AAPL,248.050003,56774100,247.740005,254.279999,254.279999,247.740005,252.160004,1734498000,-4
1734584400000,AAPL,249.789993,60882300,247.089996,252.0,252.0,247.089996,247.5,1734584400,2
1734670800000,AAPL,254.490005,147495300,245.690002,255.0,255.0,245.690002,248.039993,1734670800,6
1734930000000,AAPL,255.270004,40858800,253.449997,255.649994,255.649994,253.449997,254.770004,1734930000,0
1735016400000,AAPL,258.200012,23234700,255.289993,258.209991,258.209991,255.289993,255.490005,1735016400,3
1735189200000,AAPL,259.019989,27237100,257.630005,260.100006,260.100006,257.630005,258.190002,1735189200,1
1735275600000,AAPL,255.589996,42355300,253.059998,258.700012,258.700012,253.059998,257.829987,1735275600,-2
1735534800000,AAPL,252.199997,35557500,250.75,253.5,253.5,250.75,252.229996,1735534800,0
1735621200000,AAPL,250.419998,39480700,249.429993,253.279999,253.279999,249.429993,252.440002,1735621200,-2
1735794000000,AAPL,243.850006,55740700,241.820007,249.100006,249.100006,241.820007,248.929993,1735794000,-5
