timestamp,symbol,current_price,cash_balance,position_size,entry_price,portfolio_value,pnl,total_trades,trade_log
1702011600000,JPM,158.52000427246094,10000.0,0.0,0.0,10000.0,0.0,0,
1702270800000,JPM,159.10000610351562,10000.0,0.0,0.0,10000.0,0.0,0,
1702357200000,JPM,160.52000427246094,10000.0,0.0,0.0,10000.0,0.0,0,
1702443600000,JPM,161.05999755859375,10000.0,0.0,0.0,10000.0,0.0,0,
1702530000000,JPM,163.99000549316406,10000.0,0.0,0.0,10000.0,0.0,0,
1702616400000,JPM,165.22999572753906,10000.0,0.0,0.0,10000.0,0.0,0,
1702011600000,JPM,158.52000427246094,10000.0,0.0,0.0,10000.0,0.0,0,
1702270800000,JPM,159.10000610351562,10000.0,0.0,0.0,10000.0,0.0,0,
1702357200000,JPM,160.52000427246094,10000.0,0.0,0.0,10000.0,0.0,0,
1702443600000,JPM,161.05999755859375,10000.0,0.0,0.0,10000.0,0.0,0,
1702530000000,JPM,163.99000549316406,10000.0,0.0,0.0,10000.0,0.0,0,
1702616400000,JPM,165.22999572753906,10000.0,0.0,0.0,10000.0,0.0,0,
1702875600000,JPM,166.22999572753906,10000.0,0.0,0.0,10000.0,0.0,0,
1702962000000,JPM,168.4499969482422,10000.0,0.0,0.0,10000.0,0.0,0,
1703048400000,JPM,166.5500030517578,10000.0,0.0,0.0,10000.0,0.0,0,
1703134800000,JPM,167.5,10000.0,0.0,0.0,10000.0,0.0,0,
1703221200000,JPM,167.39999389648438,10000.0,0.0,0.0,10000.0,0.0,0,
