timestamp,symbol,current_price,cash_balance,position_size,entry_price,portfolio_value,pnl,total_trades,trade_log
1702011600000,NVDA,47.50600051879883,10000.0,0.0,0.0,10000.0,0.0,0,
1702270800000,NVDA,46.62699890136719,10000.0,0.0,0.0,10000.0,0.0,0,
1702357200000,NVDA,47.65700149536133,10000.0,0.0,0.0,10000.0,0.0,0,
1702443600000,NVDA,48.0880012512207,10000.0,0.0,0.0,10000.0,0.0,0,
1702530000000,NVDA,48.349998474121094,10000.0,0.0,0.0,10000.0,0.0,0,
1702616400000,NVDA,48.88999938964844,10000.0,0.0,0.0,10000.0,0.0,0,
1702011600000,NVDA,47.50600051879883,10000.0,0.0,0.0,10000.0,0.0,0,
1702270800000,NVDA,46.62699890136719,10000.0,0.0,0.0,10000.0,0.0,0,
1702357200000,NVDA,47.65700149536133,10000.0,0.0,0.0,10000.0,0.0,0,
1702443600000,NVDA,48.0880012512207,10000.0,0.0,0.0,10000.0,0.0,0,
1702530000000,NVDA,48.349998474121094,10000.0,0.0,0.0,10000.0,0.0,0,
1702616400000,NVDA,48.88999938964844,10000.0,0.0,0.0,10000.0,0.0,0,
1702875600000,NVDA,50.07699966430664,10000.0,0.0,0.0,10000.0,0.0,0,
1702962000000,NVDA,49.604000091552734,10000.0,0.0,0.0,10000.0,0.0,0,
1703048400000,NVDA,48.111000061035156,10000.0,0.0,0.0,10000.0,0.0,0,
1703134800000,NVDA,48.9900016784668,10000.0,0.0,0.0,10000.0,0.0,0,
1703221200000,NVDA,48.83000183105469,10000.0,0.0,0.0,10000.0,0.0,0,
