timestamp,symbol,current_price,cash_balance,position_size,entry_price,portfolio_value,pnl,total_trades,trade_log
1702011600000,META,332.75,10000.0,0.0,0.0,10000.0,0.0,0,
1702270800000,META,325.2799987792969,10000.0,0.0,0.0,10000.0,0.0,0,
1702357200000,META,334.2200012207031,10000.0,0.0,0.0,10000.0,0.0,0,
1702443600000,META,334.739990234375,10000.0,0.0,0.0,10000.0,0.0,0,
1702530000000,META,333.1700134277344,10000.0,0.0,0.0,10000.0,0.0,0,
1702616400000,META,334.9200134277344,10000.0,0.0,0.0,10000.0,0.0,0,
1702011600000,META,332.75,10000.0,0.0,0.0,10000.0,0.0,0,
1702270800000,META,325.2799987792969,10000.0,0.0,0.0,10000.0,0.0,0,
1702357200000,META,334.2200012207031,10000.0,0.0,0.0,10000.0,0.0,0,
1702443600000,META,334.739990234375,10000.0,0.0,0.0,10000.0,0.0,0,
1702530000000,META,333.1700134277344,10000.0,0.0,0.0,10000.0,0.0,0,
1702616400000,META,334.9200134277344,10000.0,0.0,0.0,10000.0,0.0,0,
1702875600000,META,344.6199951171875,10000.0,0.0,0.0,10000.0,0.0,0,
1702962000000,META,350.3599853515625,10000.0,0.0,0.0,10000.0,0.0,0,
1703048400000,META,349.2799987792969,10000.0,0.0,0.0,10000.0,0.0,0,
1703134800000,META,354.0899963378906,10000.0,0.0,0.0,10000.0,0.0,0,
1703221200000,META,353.3900146484375,10000.0,0.0,0.0,10000.0,0.0,0,
