timestamp,symbol,current_price,cash_balance,position_size,entry_price,portfolio_value,pnl,total_trades,trade_log
1702011600000,MSFT,374.2300109863281,10000.0,0.0,0.0,10000.0,0.0,0,
1702270800000,MSFT,371.29998779296875,10000.0,0.0,0.0,10000.0,0.0,0,
1702357200000,MSFT,374.3800048828125,10000.0,0.0,0.0,10000.0,0.0,0,
1702443600000,MSFT,374.3699951171875,10000.0,0.0,0.0,10000.0,0.0,0,
1702530000000,MSFT,365.92999267578125,10000.0,0.0,0.0,10000.0,0.0,0,
1702616400000,MSFT,370.7300109863281,10000.0,0.0,0.0,10000.0,0.0,0,
1702011600000,MSFT,374.2300109863281,10000.0,0.0,0.0,10000.0,0.0,0,
1702270800000,MSFT,371.29998779296875,10000.0,0.0,0.0,10000.0,0.0,0,
1702357200000,MSFT,374.3800048828125,10000.0,0.0,0.0,10000.0,0.0,0,
1702443600000,MSFT,374.3699951171875,10000.0,0.0,0.0,10000.0,0.0,0,
1702530000000,MSFT,365.92999267578125,10000.0,0.0,0.0,10000.0,0.0,0,
1702616400000,MSFT,370.7300109863281,10000.0,0.0,0.0,10000.0,0.0,0,
1702875600000,MSFT,372.6499938964844,10000.0,0.0,0.0,10000.0,0.0,0,
1702962000000,MSFT,373.260009765625,10000.0,0.0,0.0,10000.0,0.0,0,
1703048400000,MSFT,370.6199951171875,10000.0,0.0,0.0,10000.0,0.0,0,
1703134800000,MSFT,373.5400085449219,10000.0,0.0,0.0,10000.0,0.0,0,
1703221200000,MSFT,374.5799865722656,10000.0,0.0,0.0,10000.0,0.0,0,
