timestamp,symbol,current_price,cash_balance,position_size,entry_price,portfolio_value,pnl,total_trades,trade_log
1702011600000,AMZN,147.4199981689453,10000.0,0.0,0.0,10000.0,0.0,0,
1702270800000,AMZN,145.88999938964844,10000.0,0.0,0.0,10000.0,0.0,0,
1702357200000,AMZN,147.47999572753906,10000.0,0.0,0.0,10000.0,0.0,0,
1702443600000,AMZN,148.83999633789062,10000.0,0.0,0.0,10000.0,0.0,0,
1702530000000,AMZN,147.4199981689453,10000.0,0.0,0.0,10000.0,0.0,0,
1702616400000,AMZN,149.97000122070312,10000.0,0.0,0.0,10000.0,0.0,0,
1702011600000,AMZN,147.4199981689453,10000.0,0.0,0.0,10000.0,0.0,0,
1702270800000,AMZN,145.88999938964844,10000.0,0.0,0.0,10000.0,0.0,0,
1702357200000,AMZN,147.47999572753906,10000.0,0.0,0.0,10000.0,0.0,0,
1702443600000,AMZN,148.83999633789062,10000.0,0.0,0.0,10000.0,0.0,0,
1702530000000,AMZN,147.4199981689453,10000.0,0.0,0.0,10000.0,0.0,0,
1702616400000,AMZN,149.97000122070312,10000.0,0.0,0.0,10000.0,0.0,0,
1702875600000,AMZN,154.07000732421875,10000.0,0.0,0.0,10000.0,0.0,0,
1702962000000,AMZN,153.7899932861328,10000.0,0.0,0.0,10000.0,0.0,0,
1703048400000,AMZN,152.1199951171875,10000.0,0.0,0.0,10000.0,0.0,0,
1703134800000,AMZN,153.83999633789062,10000.0,0.0,0.0,10000.0,0.0,0,
1703221200000,AMZN,153.4199981689453,10000.0,0.0,0.0,10000.0,0.0,0,
