timestamp,symbol,current_price,cash_balance,position_size,entry_price,portfolio_value,pnl,total_trades,trade_log
1702011600000,AAPL,195.710007,10000.0,0.0,0.0,10000.0,0.0,0,
1702270800000,AAPL,193.179993,10000.0,0.0,0.0,10000.0,0.0,0,
1702357200000,AAPL,194.710007,10000.0,0.0,0.0,10000.0,0.0,0,
1702443600000,AAPL,197.960007,10000.0,0.0,0.0,10000.0,0.0,0,
1702530000000,AAPL,198.110001,10000.0,0.0,0.0,10000.0,0.0,0,
1702616400000,AAPL,197.570007,10000.0,0.0,0.0,10000.0,0.0,0,
1702875600000,AAPL,195.889999,10000.0,0.0,0.0,10000.0,0.0,0,
1702962000000,AAPL,196.940002,10000.0,0.0,0.0,10000.0,0.0,0,
1703048400000,AAPL,194.830002,10000.0,0.0,0.0,10000.0,0.0,0,
1703134800000,AAPL,194.679993,10000.0,0.0,0.0,10000.0,0.0,0,
1703221200000,AAPL,193.600006,10000.0,0.0,0.0,10000.0,0.0,0,
1703566800000,AAPL,193.050003,10000.0,0.0,0.0,10000.0,0.0,0,
1703653200000,AAPL,193.149994,10000.0,0.0,0.0,10000.0,0.0,0,
1703739600000,AAPL,193.580002,10000.0,0.0,0.0,10000.0,0.0,0,
1703826000000,AAPL,192.529999,10000.0,0.0,0.0,10000.0,0.0,0,
1704171600000,AAPL,185.639999,10000.0,0.0,0.0,10000.0,0.0,0,
1704258000000,AAPL,184.25,10000.0,0.0,0.0,10000.0,0.0,0,
1704344400000,AAPL,181.910004,10000.0,0.0,0.0,10000.0,0.0,0,
1704430800000,AAPL,181.179993,10000.0,0.0,0.0,10000.0,0.0,0,
1704690000000,AAPL,185.559998,10000.0,0.0,0.0,10000.0,0.0,0,
1704776400000,AAPL,185.139999,10000.0,0.0,0.0,10000.0,0.0,0,
1704862800000,AAPL,186.190002,10000.0,0.0,0.0,10000.0,0.0,0,
1704949200000,AAPL,185.589996,10000.0,0.0,0.0,10000.0,0.0,0,
1705035600000,AAPL,185.919998,10000.0,0.0,0.0,10000.0,0.0,0,
1702011600000,AAPL,195.710007,10000.0,0.0,0.0,10000.0,0.0,0,
1702011600000,AAPL,195.710007,10000.0,0.0,0.0,10000.0,0.0,0,
1702270800000,AAPL,193.179993,10000.0,0.0,0.0,10000.0,0.0,0,
1702357200000,AAPL,194.710007,10000.0,0.0,0.0,10000.0,0.0,0,
1702443600000,AAPL,197.960007,10000.0,0.0,0.0,10000.0,0.0,0,
1702530000000,AAPL,198.110001,10000.0,0.0,0.0,10000.0,0.0,0,
1702011600000,AAPL,195.7100067138672,10000.0,0.0,0.0,10000.0,0.0,0,
1702270800000,AAPL,193.17999267578125,10000.0,0.0,0.0,10000.0,0.0,0,
1702357200000,AAPL,194.7100067138672,10000.0,0.0,0.0,10000.0,0.0,0,
1702443600000,AAPL,197.9600067138672,10000.0,0.0,0.0,10000.0,0.0,0,
1702530000000,AAPL,198.11000061035156,10000.0,0.0,0.0,10000.0,0.0,0,
1702616400000,AAPL,197.57000732421875,10000.0,0.0,0.0,10000.0,0.0,0,
1702011600000,AAPL,195.7100067138672,10000.0,0.0,0.0,10000.0,0.0,0,
1702270800000,AAPL,193.17999267578125,10000.0,0.0,0.0,10000.0,0.0,0,
1702357200000,AAPL,194.7100067138672,10000.0,0.0,0.0,10000.0,0.0,0,
1702443600000,AAPL,197.9600067138672,10000.0,0.0,0.0,10000.0,0.0,0,
1702530000000,AAPL,198.11000061035156,10000.0,0.0,0.0,10000.0,0.0,0,
1702616400000,AAPL,197.57000732421875,10000.0,0.0,0.0,10000.0,0.0,0,
1702875600000,AAPL,195.88999938964844,10000.0,0.0,0.0,10000.0,0.0,0,
1702962000000,AAPL,196.94000244140625,10000.0,0.0,0.0,10000.0,0.0,0,
1703048400000,AAPL,194.8300018310547,10000.0,0.0,0.0,10000.0,0.0,0,
1703134800000,AAPL,194.67999267578125,10000.0,0.0,0.0,10000.0,0.0,0,
1703221200000,AAPL,193.60000610351562,10000.0,0.0,0.0,10000.0,0.0,0,
