timestamp,symbol,current_price,cash_balance,position_size,entry_price,portfolio_value,pnl,total_trades,trade_log
1702011600000,GOOG,136.63999938964844,10000.0,0.0,0.0,10000.0,0.0,0,
1702270800000,GOOG,134.6999969482422,10000.0,0.0,0.0,10000.0,0.0,0,
1702357200000,GOOG,133.63999938964844,10000.0,0.0,0.0,10000.0,0.0,0,
1702443600000,GOOG,133.97000122070312,10000.0,0.0,0.0,10000.0,0.0,0,
1702530000000,GOOG,133.1999969482422,10000.0,0.0,0.0,10000.0,0.0,0,
1702616400000,GOOG,133.83999633789062,10000.0,0.0,0.0,10000.0,0.0,0,
1702011600000,GOOG,136.63999938964844,10000.0,0.0,0.0,10000.0,0.0,0,
1702270800000,GOOG,134.6999969482422,10000.0,0.0,0.0,10000.0,0.0,0,
1702357200000,GOOG,133.63999938964844,10000.0,0.0,0.0,10000.0,0.0,0,
1702443600000,GOOG,133.97000122070312,10000.0,0.0,0.0,10000.0,0.0,0,
1702530000000,GOOG,133.1999969482422,10000.0,0.0,0.0,10000.0,0.0,0,
1702616400000,GOOG,133.83999633789062,10000.0,0.0,0.0,10000.0,0.0,0,
1702875600000,GOOG,137.19000244140625,10000.0,0.0,0.0,10000.0,0.0,0,
1702962000000,GOOG,138.10000610351562,10000.0,0.0,0.0,10000.0,0.0,0,
1703048400000,GOOG,139.66000366210938,10000.0,0.0,0.0,10000.0,0.0,0,
1703134800000,GOOG,141.8000030517578,10000.0,0.0,0.0,10000.0,0.0,0,
1703221200000,GOOG,142.72000122070312,10000.0,0.0,0.0,10000.0,0.0,0,
