"timestamp","symbol","price","volume","bid","ask","high","low","open","partition","event_time","spread","mid_price","price_range","time","diff"
"1762187714956","MSFT","519.37","0","518.49","519.5","519.37","519.37","519.37","0","2025-11-03T16:35:14.956000000","1.009999999999991","518.995","0.0","1762187728368","1"
"1762187714596","NVDA","208.07","0","207.69","208.41","208.07","208.07","208.07","0","2025-11-03T16:35:14.596000000","0.7199999999999989","208.05","0.0","1762187728368","1"
"1762187711478","AMZN","255.3","0","255.15","258.0","255.3","255.3","255.3","0","2025-11-03T16:35:11.478000000","2.8499999999999943","256.575","0.0","1762187728368","1"
"1762187711375","GOOGL","282.66","0","280.02","284.98","282.66","282.66","282.66","0","2025-11-03T16:35:11.375000000","4.960000000000036","282.5","0.0","1762187728368","1"
"1762187784244","MSFT","519.14","0","518.49","519.5","519.14","519.14","519.14","0","2025-11-03T16:36:24.244000000","1.009999999999991","518.995","0.0","1762187792368","1"
"1762187784183","GOOGL","282.6","0","280.02","284.98","282.6","282.6","282.6","0","2025-11-03T16:36:24.183000000","4.960000000000036","282.5","0.0","1762187792368","1"
"1762187789744","NVDA","208.23","0","207.86","208.59","208.23","208.23","208.23","0","2025-11-03T16:36:29.744000000","0.7299999999999898","208.22500000000002","0.0","1762187792368","1"
"1762187789743","AMZN","255.24","0","255.11","258.0","255.24","255.24","255.24","0","2025-11-03T16:36:29.743000000","2.8899999999999864","256.555","0.0","1762187792368","1"
