"timestamp","symbol","price","volume","bid","ask","spread","mid_price","time","diff"
"1761415899163","ETH","3931.48","13494387953","3929.81","3933.15","3.3400000000001455","3931.48","1761415923220","1"
"1761415883176","ETH","3930.43","13506729807","3929.27","3931.59","2.3200000000001637","3930.4300000000003","1761415923220","1"
"1761415883176","LTC","96.33","333839864","96.28","96.38","0.09999999999999432","96.33","1761415923220","1"
"1761415899163","LTC","96.33","334062424","96.3","96.36","0.060000000000002274","96.33","1761415923220","1"
"1761415883176","BTC","111335.0","27296993838","111253.5","111416.5","163.0","111335.0","1761415923220","1"
"1761415899163","BTC","111355.0","27272492929","111292.21","111417.79","125.5799999999872","111355.0","1761415923220","1"
"1761415973217","LTC","96.26","322627652","96.22","96.3","0.0799999999999983","96.25999999999999","1761415973222","1"
"1761415973217","ETH","3933.9","13526217277","3932.85","3934.95","2.099999999999909","3933.8999999999996","1761415973222","1"
"1761415973217","BTC","111391.0","27302697565","111338.56","111443.44","104.88000000000466","111391.0","1761415973222","1"
"1761415983512","LTC","96.26","322627652","96.23","96.29","0.060000000000002274","96.26","1761415983224","1"
"1761415983512","ETH","3933.9","13526217277","3931.7","3936.1","4.400000000000091","3933.8999999999996","1761415983224","1"
"1761415983512","BTC","111391.0","27302697565","111359.84","111422.16","62.320000000006985","111391.0","1761415983224","1"
"1761415993801","BTC","111391.0","27302697565","111331.99","111450.01","118.01999999998952","111391.0","1761415993222","1"
"1761415993801","ETH","3933.9","13526217277","3931.91","3935.89","3.980000000000018","3933.8999999999996","1761415993222","1"
"1761415993801","LTC","96.26","322627652","96.22","96.3","0.0799999999999983","96.25999999999999","1761415993222","1"
"1761416005097","ETH","3933.9","13526217277","3932.5","3935.3","2.800000000000182","3933.9","1761416004220","1"
"1761416005097","BTC","111391.0","27302697565","111351.24","111430.76","79.51999999998952","111391.0","1761416004220","1"
"1761416005097","LTC","96.26","322627652","96.19","96.33","0.14000000000000057","96.25999999999999","1761416004220","1"
"1761416015401","LTC","96.26","322627652","96.22","96.3","0.0799999999999983","96.25999999999999","1761416015226","1"
"1761416015401","ETH","3933.9","13526217277","3931.15","3936.65","5.5","3933.9","1761416015226","1"
"1761416015401","BTC","111391.0","27302697565","111335.85","111446.15","110.29999999998836","111391.0","1761416015226","1"
"1761416025693","ETH","3933.9","13526217277","3931.74","3936.06","4.320000000000164","3933.8999999999996","1761416025222","1"
"1761416025693","BTC","111391.0","27302697565","111340.24","111441.76","101.51999999998952","111391.0","1761416025222","1"
"1761416025693","LTC","96.26","322627652","96.21","96.31","0.10000000000000853","96.25999999999999","1761416025222","1"
